formula,Nb,Mo,Ta,W,SFE,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model
Nb14Mo12Ta72W2,14,12,72,2,1.1367,Nb14 Mo12 Ta72 W2,Nb0.0820733089231624 Mo0.07264560233112272 Ta0.8220805336547663 W0.02320055509094851 ,Nb0.14Mo0.12Ta0.72W0.02,0.016219615841016152,8.495606114641893,0.025302540687862366,0.9632000000000001,1.0436355397164552,-0.0070207640556623875,158.4813668,15847.89668,-26.687214757200557,0.05233749260555806,0.07518000000000005,5.14,2.6239999999999997,7.8882,18.0,2.0,0,16.0,0,71.6442,0.32321276060782217,10.160052,-0.04471180066711303
Nb12Mo38Ta25W25,12,38,25,25,1.7599,Nb12 Mo38 Ta25 W25,Nb0.08032081995821995 Mo0.26265438726066825 Ta0.3259078765478214 W0.33111691623329037 ,Nb0.12Mo0.38Ta0.25W0.25,0.026691347401755064,6.089648261024416,-0.002292643451507881,2.0574,1.0440646491687258,-0.010935077749820625,138.8105356,13880.29356,-15.349028040568239,0.07249014143191011,0.16798500000000002,5.630000000000001,5.7044,7.75,18.0,2.0,0,16.0,0,103.9179,0.3722434320966154,21.255723,-0.07248710236857948
Nb36Mo12Ta24W28,36,12,24,28,1.3601,Nb36 Mo12 Ta24 W28,Nb0.2391382040675756 Mo0.08231554997709595 Ta0.31050290305168987 W0.36804334290363855 ,Nb0.36Mo0.12Ta0.24W0.28,0.028223265741256397,5.16798223785672,-0.01868723370457153,2.1312,1.0439761651652995,-0.010984160722137686,139.864188,13986.178800000002,-13.789621604242821,0.08035628645074958,0.17424000000000003,5.4,6.720000000000001,7.979600000000001,18.0,2.0,0,16.0,0,86.706,0.5510569722400611,25.999200000000002,-0.1263888046383298
Nb40Mo11Ta4W45,40,11,4,45,1.5613,Nb40 Mo11 Ta4 W45,Nb0.2699160953854351 Mo0.07665061648728135 Ta0.052569850679654355 W0.6008634374476293 ,Nb0.4Mo0.11Ta0.04W0.45,0.02789080549624021,3.9570594430485695,-0.007239853795159265,2.0524,1.0441718830199407,-0.009123783845206934,137.68406720000002,13768.186719999998,-11.728780904062653,0.08093277495405585,0.18496500000000005,5.5600000000000005,7.408000000000001,8.1072,18.0,2.0,0,16.0,0,99.3228,0.541656472614758,28.307832000000005,-0.12937666899736347
Nb60Mo1Ta11W28,60,1,11,28,1.2576,Nb60 Mo1 Ta11 W28,Nb0.4352174826352888 Mo0.007490473256345009 Ta0.1554016866297226 W0.40189035747864355 ,Nb0.6Mo0.01Ta0.11W0.28,0.026808658755513016,3.7999438734607494,-0.02652843034915937,1.8258,1.0439558094153267,-0.007913079846004183,128.08289480000002,12808.26948,-11.010204224769675,0.07930045209007285,0.15378,5.290000000000001,6.404400000000001,7.9932,18.0,2.0,0,16.0,0,74.03370000000001,0.6845902123835972,24.691587000000002,-0.15515775190604064
Nb30Mo6Ta30W34,30,6,30,34,1.3689,Nb30 Mo6 Ta30 W34,Nb0.18529605823568865 Mo0.038269285332464716 Ta0.3608894126550232 W0.4155452437768235 ,Nb0.3Mo0.06Ta0.3W0.34,0.030458878602002797,4.905715085834077,-0.01872192999847982,2.2776,1.0439897488928265,-0.01045887573742779,150.419478,15041.8278,-11.273458831482353,0.0824710857341895,0.17766000000000004,5.4,6.912000000000001,8.1362,18.0,2.0,0,16.0,0,90.81,0.5341733302272272,26.210880000000003,-0.12776197788694169
Nb11Mo8Ta37W44,11,8,37,44,1.6166,Nb11 Mo8 Ta37 W44,Nb0.06166282556190137 Mo0.04631001256344929 Ta0.4039619137700543 W0.48806524810459506 ,Nb0.11Mo0.08Ta0.37W0.44,0.032996966083155936,4.770110371621476,-0.010207039206648238,2.4502,1.0440737498775432,-0.00976033100958554,165.7368174,16573.52174,-8.964302962126624,0.08248905829389931,0.18672,5.52,6.9104,8.2913,18.0,2.0,0,16.0,0,106.1136,0.4226931454443313,23.984208,-0.0923558118229865
Nb68Mo10Ta13W9,68,10,13,9,1.1441,Nb68 Mo10 Ta13 W9,Nb0.5598795385603481 Mo0.08502367229544883 Ta0.20846684622867478 W0.14662994291552825 ,Nb0.68Mo0.1Ta0.13W0.09,0.018799442030730782,5.661909684852555,0.014548186261761478,1.1694000000000002,1.043820709786522,-0.008101600651853341,112.8411628,11283.91628,-22.92349924055527,0.06349996116275546,0.10462500000000004,5.19,4.178000000000001,7.683600000000001,18.0,2.0,0,16.0,0,59.75670000000001,0.6360562475057445,17.089107000000006,-0.11405653151755325
Nb13Mo12Ta7W68,13,12,7,68,0.826,Nb13 Mo12 Ta7 W68,Nb0.07489282340203242 Mo0.0713891601468488 Ta0.0785421620152087 W0.7751758544359101 ,Nb0.13Mo0.12Ta0.07W0.68,0.02557053610895587,5.899316873542163,0.0013026963452038,1.6406,1.0443813906568131,-0.008048442705498485,161.27058100000002,16126.8181,-12.309266936094073,0.06366945972769175,0.12863999999999998,5.800000000000001,4.704000000000001,8.421500000000002,18.0,2.0,0,16.0,0,127.614,0.3282350965936003,19.164240000000003,-0.06941628053793891
Nb43Mo5Ta30W22,43,5,30,22,1.2522,Nb43 Mo5 Ta30 W22,Nb0.2864275568785437 Mo0.034393036685847006 Ta0.38920244371896445 W0.2899769627166448 ,Nb0.43Mo0.05Ta0.3W0.22,0.02663315617701738,5.5140008424228375,0.002380973510092064,1.8948,1.0438768737343112,-0.01003494550856896,139.47690740000002,13947.59074,-14.147175689715453,0.0758689418854555,0.14400000000000002,5.2700000000000005,5.6912,7.9841,18.0,2.0,0,16.0,0,76.1631,0.592735902749202,23.319962999999998,-0.12817271838143993
Nb63Mo17Ta5W15,63,17,5,15,1.2299,Nb63 Mo17 Ta5 W15,Nb0.5251104153936459 Mo0.1463231964995861 Ta0.08116859863831416 W0.2473977894684537 ,Nb0.63Mo0.17Ta0.05W0.15,0.02165442987585691,4.205530631443505,-0.024323309126657186,1.4754,1.0439241921471771,-0.008535731171501297,111.4676134,11146.42134,-18.20317820607021,0.07399198613423862,0.14968500000000004,5.32,5.9744,7.6685,18.0,2.0,0,16.0,0,69.6756,0.6508696909049456,22.271208,-0.1317406955368087
Nb34Mo26Ta29W11,34,26,29,11,1.301,Nb34 Mo26 Ta29 W11,Nb0.24443399202653596 Mo0.19302350927975667 Ta0.40605853379341117 W0.1564839649002963 ,Nb0.34Mo0.26Ta0.29W0.11,0.02294431945890368,5.84409047370924,0.003263157467824476,1.7358,1.0438746236860539,-0.010964654822660047,129.23505439999997,12922.985439999999,-20.827857738114627,0.0732178675056819,0.15454500000000007,5.369999999999999,5.7196,7.674999999999998,18.0,2.0,0,16.0,0,79.59209999999999,0.49806151776006313,21.629163,-0.10080865282577231
Nb21Mo11Ta37W31,21,11,37,31,1.376,Nb21 Mo11 Ta37 W31,Nb0.12668652393669919 Mo0.06852641088873097 Ta0.4347312000398138 W0.37005586513475597 ,Nb0.21Mo0.11Ta0.37W0.31,0.030401041268603685,5.292032301826962,-0.017299468203312164,2.2962,1.0439693772714225,-0.01082047423247548,154.00705539999998,15400.485540000001,-11.707640472684362,0.0812632829929061,0.178245,5.42,6.6632,8.0959,18.0,2.0,0,16.0,0,93.44460000000001,0.48329666779154984,24.614028,-0.10920007116729194
Nb31Mo36Ta1W32,31,36,1,32,1.4387,Nb31 Mo36 Ta1 W32,Nb0.23230780924439573 Mo0.2785856818655177 Ta0.014595200858152047 W0.4745113080319345 ,Nb0.31Mo0.36Ta0.01W0.32,0.023241526292919968,4.908133892685286,0.0012877788466231022,1.7606000000000002,1.0441741717503852,-0.009490695766459953,123.98485659999999,12397.765660000001,-17.569878632180608,0.07076074703374927,0.16319999999999998,5.68,6.014399999999999,7.7309,18.0,2.0,0,16.0,0,102.9504,0.45580262615190553,25.023888000000003,-0.09739187383313128
Nb39Mo3Ta10W48,39,3,10,48,1.4357,Nb39 Mo3 Ta10 W48,Nb0.24911357073203305 Mo0.019788287435183717 Ta0.12440583212518695 W0.6066923097075964 ,Nb0.39Mo0.03Ta0.1W0.48,0.030011517211652676,3.7277694299451833,-0.010818827153190429,2.178,1.0441490121634778,-0.00877116840959027,145.45027620000002,14544.96762,-9.738264065493977,0.08386866192652456,0.18738,5.51,7.6752,8.238900000000001,18.0,2.0,0,16.0,0,98.3943,0.5544565886087789,28.485387000000003,-0.13896778358124842
Nb40Mo31Ta23W6,40,31,23,6,1.2875,Nb40 Mo31 Ta23 W6,Nb0.31084748667672524 Mo0.24877299708177078 Ta0.34811534350549406 W0.09226417273600988 ,Nb0.4Mo0.31Ta0.23W0.06,0.020119488593169726,5.506002476769056,0.007557319569164309,1.5122,1.0438656264055972,-0.010279538788882178,119.5585644,11955.23644,-25.39450517579939,0.07084720491870904,0.1483200000000001,5.37,5.5564,7.5392,18.0,2.0,0,16.0,0,75.86009999999999,0.5024729029805893,20.572083,-0.10027716947668319
Nb20Mo25Ta16W39,20,25,16,39,1.7343,Nb20 Mo25 Ta16 W39,Nb0.12974343716595976 Mo0.16747484620676992 Ta0.20215446903942336 W0.5006272475878469 ,Nb0.2Mo0.25Ta0.16W0.39,0.027971152778637598,5.736340246540392,-0.0016067860576679338,2.1420000000000003,1.0441535839438132,-0.011048487382869081,143.2205368,14321.55368,-14.121541066121155,0.07501382951138885,0.17392500000000002,5.64,6.243200000000001,7.986000000000001,18.0,2.0,0,16.0,0,107.1012,0.42239252457660925,24.700632000000006,-0.09522509677512378
Nb13Mo10Ta41W36,13,10,41,36,1.4395,Nb13 Mo10 Ta41 W36,Nb0.07453478286604572 Mo0.05920655799433982 Ta0.457833382528754 W0.40842527661086053 ,Nb0.13Mo0.1Ta0.41W0.36,0.03200227237554035,5.02518165560601,-0.014471026889722181,2.399,1.044001076760294,-0.010216549945243847,162.04486020000002,16204.28602,-9.975682724509312,0.08219178082191776,0.18359999999999999,5.46,6.7623999999999995,8.1911,18.0,2.0,0,16.0,0,99.6858,0.44262179595821893,23.806691999999998,-0.09579572235345796
Nb4Mo32Ta53W11,4,32,53,11,1.3768,Nb4 Mo32 Ta53 W11,Nb0.024685864124958608 Mo0.20393534258022142 Ta0.6370480243313315 W0.13433076896348856 ,Nb0.04Mo0.32Ta0.53W0.11,0.025477417170578137,5.193480553832385,-0.013643469573465614,1.8702,1.0438476458126953,-0.008918092982390982,150.5482316,15054.183159999999,-13.739192214013947,0.07375261342519134,0.16174500000000008,5.430000000000001,5.4724,7.7572,18.0,2.0,0,16.0,0,91.7799,0.3441944252492346,16.391523,-0.04994290542066693
Nb29Mo15Ta31W25,29,15,31,25,1.358,Nb29 Mo15 Ta31 W25,Nb0.18790211095731904 Mo0.10036426208489176 Ta0.3912040261363296 W0.32052960082145965 ,Nb0.29Mo0.15Ta0.31W0.25,0.02811512605780517,5.526968752935753,-0.018691484504560416,2.1378,1.04394677004803,-0.011250437253066936,143.390693,14338.7693,-14.232766736717567,0.07925035261818843,0.17212500000000003,5.3999999999999995,6.4639999999999995,7.9543,18.0,2.0,0,16.0,0,87.774,0.513111464506584,24.710279999999997,-0.11427716466332624
Nb24Mo30Ta31W15,24,30,31,15,1.3762,Nb24 Mo30 Ta31 W15,Nb0.16547409860323356 Mo0.2135965396024771 Ta0.41628277100567457 W0.2046465907886147 ,Nb0.24Mo0.3Ta0.31W0.15,0.02500718917663344,5.769882082894128,-0.015063210941753793,1.9278,1.0439241921471771,-0.011234994938637853,134.755374,13474.9374,-17.965657753199892,0.07526341474784436,0.16762500000000008,5.449999999999999,6.042,7.708799999999999,18.0,2.0,0,16.0,0,87.9705,0.4538757985209049,22.098554999999998,-0.09326960919651658
Nb22Mo14Ta49W15,22,14,49,15,1.2921,Nb22 Mo14 Ta49 W15,Nb0.136161509230706 Mo0.0894775093820815 Ta0.5906574912058282 W0.18370349018138418 ,Nb0.22Mo0.14Ta0.49W0.15,0.025538069392448803,6.280333249856789,-0.010939515150031817,1.8334000000000001,1.0438117403928482,-0.010329923380881864,150.1142648,15011.146480000001,-15.838752587497474,0.0730251249643707,0.14266500000000004,5.290000000000001,5.2252,7.9242,18.0,2.0,0,16.0,0,81.05369999999999,0.46793231233741717,19.800987,-0.09120338098773381
Nb5Mo65Ta22W8,5,65,22,8,0.7514,Nb5 Mo65 Ta22 W8,Nb0.03822614003476765 Mo0.5131661181305622 Ta0.32758279463097223 W0.12102494720369793 ,Nb0.05Mo0.65Ta0.22W0.08,0.020868386359954052,5.722721460998791,0.004904917011911261,1.426,1.0440396466577488,-0.008022693252072404,121.5350526,12152.205259999999,-18.422240592344078,0.06146362971528594,0.12930000000000008,5.73,4.260800000000001,7.3055,18.0,2.0,0,16.0,0,104.49089999999998,0.26698368785103316,13.509243,-0.038902289391481173
Nb55Mo2Ta15W28,55,2,15,28,1.2688,Nb55 Mo2 Ta15 W28,Nb0.3881842135368404 Mo0.01457670455579221 Ta0.20619322910857896 W0.39104585279878845 ,Nb0.55Mo0.02Ta0.15W0.28,0.027250833339384134,4.2002014988378145,-0.025823825986806243,1.9014000000000002,1.0439512891449887,-0.008713481027887337,131.635091,13163.4691,-11.733622575667606,0.07952464981400033,0.15624000000000002,5.300000000000001,6.428000000000001,8.006900000000002,18.0,2.0,0,16.0,0,76.065,0.6594804066145633,25.118820000000003,-0.15007711587438588
Nb66Mo4Ta9W21,66,4,9,21,1.2128,Nb66 Mo4 Ta9 W21,Nb0.5107828200032787 Mo0.031967340932990536 Ta0.13565718975285787 W0.3215926493108729 ,Nb0.66Mo0.04Ta0.09W0.21,0.02418455613289303,4.171776329594265,-0.029378408328092565,1.5774000000000001,1.0439106594565886,-0.007877069019777444,120.04832000000002,12004.752,-13.467544174197227,0.0745757642016949,0.137385,5.25,5.670000000000001,7.867000000000001,18.0,2.0,0,16.0,0,67.6725,0.6968363115958333,22.009635000000003,-0.14645614420465855
Nb20Mo12Ta62W6,20,12,62,6,1.1747,Nb20 Mo12 Ta62 W6,Nb0.12119896951475766 Mo0.07509384695806154 Ta0.7317598579863739 W0.07194732554080693 ,Nb0.2Mo0.12Ta0.62W0.06,0.01993894063167961,7.838781210849826,-0.020104530854144532,1.2872,1.0436933320104047,-0.008659081269944968,153.3145616,15331.21616,-21.780490466228866,0.06035934605823813,0.09702000000000004,5.180000000000001,3.4896,7.8884,18.0,2.0,0,16.0,0,73.1454,0.402761420783097,14.046468,-0.06532522487481152
Nb13Mo49Ta12W26,13,49,12,26,0.7829,Nb13 Mo49 Ta12 W26,Nb0.09391738256224749 Mo0.36555513068273604 Ta0.16884641145655846 W0.37168107529845806 ,Nb0.13Mo0.49Ta0.12W0.26,0.02330068209802707,6.8141575339235745,0.00622530966389073,1.7308000000000001,1.0441535839438132,-0.010138431855303207,128.61037499999998,12860.057499999999,-18.673835002351964,0.0636734612247262,0.14136,5.75,4.66,7.6119,18.0,2.0,0,16.0,0,109.6335,0.33957064238611384,19.522875,-0.0647771703608798
Nb21Mo9Ta60W10,21,9,60,10,1.1887,Nb21 Mo9 Ta60 W10,Nb0.12579389539988944 Mo0.05567201701017454 Ta0.7000023245997513 W0.1185317629901847 ,Nb0.21Mo0.09Ta0.6W0.1,0.022369616822103013,7.360562747793791,-0.018729245505237052,1.4556,1.0437200706509726,-0.008989138498644583,155.09946780000004,15509.76678,-17.963914604413663,0.06421271291834416,0.10584000000000003,5.19,3.8856,7.953500000000001,18.0,2.0,0,16.0,0,74.79270000000001,0.43898572880282044,15.777387000000001,-0.07607646052516259
Nb49Mo1Ta46W4,49,1,46,4,1.0672,Nb49 Mo1 Ta46 W4,Nb0.3321155592315814 Mo0.006999182502195488 Ta0.6072379907572125 W0.053647267509010575 ,Nb0.49Mo0.01Ta0.46W0.04,0.014354134157025682,16.467214470755057,0.023784198621749603,0.8404,1.04366218907672,-0.007329218531521248,137.073351,13707.3151,-35.57162204079152,0.03854450733746455,0.034260000000000006,5.050000000000001,1.3519999999999999,7.859500000000001,18.0,2.0,0,16.0,0,57.226499999999994,0.44643855611166355,11.464035,-0.06268486395749931
Nb13Mo37Ta33W17,13,37,33,17,1.7568,Nb13 Mo37 Ta33 W17,Nb0.08717859237597153 Mo0.25622552976644647 Ta0.4310110462149225 W0.2255848316426595 ,Nb0.13Mo0.37Ta0.33W0.17,0.02596344881717198,5.783368593948457,-0.008657466138618087,2.0002,1.0439693772714225,-0.010809807745242666,138.5486298,13854.12298,-16.035895162915715,0.07423821051550297,0.17020500000000005,5.539999999999999,5.8744000000000005,7.6935,18.0,2.0,0,16.0,0,96.3882,0.38666790575185833,20.484732,-0.07346557458333035
Nb4Mo3Ta23W70,4,3,23,70,0.8322,Nb4 Mo3 Ta23 W70,Nb0.021007605295894648 Mo0.016270166150764882 Ta0.2352623086000254 W0.727459919953315 ,Nb0.04Mo0.03Ta0.23W0.7,0.031254010522552444,4.341024458171418,0.004737297062950921,1.9826000000000001,1.0443212757465843,-0.006831195637268463,176.90106759999998,17690.04676,-6.99334921035783,0.0721122170361072,0.14976,5.7299999999999995,5.5708,8.6004,18.0,2.0,0,16.0,0,127.86689999999999,0.3108035718762455,18.299402999999998,-0.0574528518886807
Nb19Mo38Ta27W16,19,38,27,16,1.6339,Nb19 Mo38 Ta27 W16,Nb0.1333452704067031 Mo0.2753986376999964 Ta0.3690589487017559 W0.22219714319154446 ,Nb0.19Mo0.38Ta0.27W0.16,0.024911552583667756,5.74890325983158,-0.008644697181897414,1.9254000000000002,1.0439784283845226,-0.011057236640386721,132.3873398,13237.97398,-17.81742804710649,0.07392205830365119,0.16920000000000007,5.54,5.9672,7.640900000000001,18.0,2.0,0,16.0,0,94.1442,0.41384074211383454,21.508452000000002,-0.08347481627907159
Nb10Mo18Ta6W66,10,18,6,66,1.0562,Nb10 Mo18 Ta6 W66,Nb0.0585232944398396 Mo0.10878160104187441 Ta0.06838927139021947 W0.7643058331280665 ,Nb0.1Mo0.18Ta0.06W0.66,0.023950873133145825,7.243125737597589,-0.00010063930030212331,1.548,1.0443929748131957,-0.008164074156596167,158.7547108,15875.11108,-14.231944459843756,0.05784411300414411,0.11429999999999996,5.84,3.8688,8.3446,18.0,2.0,0,16.0,0,129.6912,0.2953482870027224,17.489952,-0.05775953156679199
Nb3Mo61Ta9W27,3,61,9,27,1.2357,Nb3 Mo61 Ta9 W27,Nb0.0219062504124824 Mo0.4599713731141222 Ta0.1279962550759533 W0.39012612139744207 ,Nb0.03Mo0.61Ta0.09W0.27,0.020235323416176104,10.306487907784392,0.015390447616712193,1.3746000000000003,1.0442245996524264,-0.008122383869849079,127.2449006,12723.27006,-19.836416144924144,0.04757678058781429,0.09292499999999997,5.88,2.4768,7.5193,18.0,2.0,0,16.0,0,119.2524,0.22898866697241585,13.216968000000001,-0.031122101765973395
Nb30Mo34Ta22W14,30,34,22,14,1.3622,Nb30 Mo34 Ta22 W14,Nb0.22113959226258997 Mo0.25880838480517626 Ta0.3158463709695578 W0.20420565196267598 ,Nb0.3Mo0.34Ta0.22W0.14,0.023655125478283114,5.511025324519133,-0.012904080354404436,1.8232000000000004,1.0439535491334546,-0.011110422440431656,126.0444476,12603.76476,-19.85546488251634,0.07457391265417458,0.16782000000000008,5.48,6.1504,7.617800000000001,18.0,2.0,0,16.0,0,87.1404,0.4733950369581985,22.794528000000003,-0.09886921478993438
Nb7Mo5Ta23W65,7,5,23,65,0.9714,Nb7 Mo5 Ta23 W65,Nb0.037719844598416194 Mo0.027822492543969297 Ta0.24138353964849318 W0.6930741232091214 ,Nb0.07Mo0.05Ta0.23W0.65,0.031502960988401024,4.655111028441897,0.002608926606189742,2.1042,1.044284383927782,-0.007931299802731873,172.415459,17241.4459,-7.991744957848133,0.07450936817430824,0.16012500000000002,5.700000000000001,5.956000000000001,8.5189,18.0,2.0,0,16.0,0,123.65700000000001,0.3410076953297199,20.391420000000004,-0.06987132148564443
Nb45Mo8Ta29W18,45,8,29,18,1.2549,Nb45 Mo8 Ta29 W18,Nb0.30957521080757405 Mo0.05683263943266311 Ta0.38856137036715527 W0.24503077939260756 ,Nb0.45Mo0.08Ta0.29W0.18,0.024997046250270674,5.863990345893217,0.003136022215677119,1.7718,1.043856633782409,-0.010218188968151245,135.0507562,13504.91562,-16.352966326352878,0.07340955795016961,0.13758000000000004,5.26,5.3816,7.9031,18.0,2.0,0,16.0,0,73.5798,0.5879789700180953,22.280532,-0.12137266955300996
Nb23Mo12Ta25W40,23,12,25,40,1.548,Nb23 Mo12 Ta25 W40,Nb0.1409025409797089 Mo0.0759147927376014 Ta0.2982901815046811 W0.4848924847780086 ,Nb0.23Mo0.12Ta0.25W0.4,0.030685223187065267,5.082182855571672,-0.010160755887847085,2.3334,1.0440828553320645,-0.010854317595770598,151.6566374,15165.42374,-11.52773413971223,0.0814789405481814,0.18576000000000004,5.5200000000000005,7.006400000000001,8.1445,18.0,2.0,0,16.0,0,100.8816,0.47513076621678185,26.217168,-0.1132570131295852
Nb84Mo2Ta12W2,84,2,12,2,1.0507,Nb84 Mo2 Ta12 W2,Nb0.7407768115852225 Mo0.018213451952150583 Ta0.20610916311591682 W0.03490057334671006 ,Nb0.84Mo0.02Ta0.12W0.02,0.010085458113185982,12.44773621860283,0.01545015380034357,0.44320000000000004,1.0437245311099663,-0.0046339691064875045,105.3511048,10535.07048,-45.5577087781553,0.03265151984155085,0.02598000000000001,5.04,1.0559999999999998,7.6452,18.0,2.0,0,16.0,0,45.0912,0.46960638143909417,6.732191999999999,-0.05640309289243933
Nb56Mo3Ta37W4,56,3,37,4,1.078,Nb56 Mo3 Ta37 W4,Nb0.4026587509091124 Mo0.02227535044392091 Ta0.5181539338688356 W0.056911964778131055 ,Nb0.56Mo0.03Ta0.37W0.04,0.014687763558861984,13.122050419842429,-0.002305312642835522,0.8802000000000001,1.0436911056543845,-0.007703116116221112,129.21068839999998,12921.00884,-35.70714268709418,0.04296164202378101,0.04482000000000002,5.07,1.7564000000000002,7.7968,18.0,2.0,0,16.0,0,55.985099999999996,0.484356764254406,12.184323000000001,-0.0700259123752267
Nb14Mo36Ta44W6,14,36,44,6,1.3455,Nb14 Mo36 Ta44 W6,Nb0.09412137916886129 Mo0.24992915620202055 Ta0.5761305221022273 W0.07981894252689085 ,Nb0.14Mo0.36Ta0.44W0.06,0.022583786880263555,5.608251411076227,-0.007234726212108447,1.6928,1.0438409078869717,-0.009753039788525193,138.1999604,13819.27604,-19.122578939201507,0.07158245502259913,0.1546200000000001,5.420000000000001,5.385599999999999,7.613,18.0,2.0,0,16.0,0,86.3286,0.37549488443844453,17.335428,-0.06756593293642765
Nb28Mo41Ta9W22,28,41,9,22,1.9602,Nb28 Mo41 Ta9 W22,Nb0.21308925704515613 Mo0.3222118853706754 Ta0.13339943616122896 W0.33129942142293944 ,Nb0.28Mo0.41Ta0.09W0.22,0.023326752319477857,5.386976521957143,-0.0022474662286765313,1.7826000000000002,1.0440874098401816,-0.010573818563494061,122.08749560000001,12207.92956,-19.432259339496483,0.07174295209421518,0.16560000000000005,5.630000000000002,6.018800000000001,7.602800000000001,18.0,2.0,0,16.0,0,97.80990000000001,0.44549493002586105,23.659443000000003,-0.09396183617227272
Nb76Mo2Ta1W21,76,2,1,21,1.1718,Nb76 Mo2 Ta1 W21,Nb0.6251695010808216 Mo0.016989021334587746 Ta0.01602109335922672 W0.341820384225364 ,Nb0.76Mo0.02Ta0.01W0.21,0.02323469809214932,2.9340284892184734,-0.030791609013185447,1.3918,1.043919680080443,-0.005492229994935828,112.9439276,11294.35276,-10.173599764889524,0.07365729575650824,0.131145,5.2299999999999995,5.5348,7.839600000000001,18.0,2.0,0,16.0,0,63.609899999999996,0.7460453810056189,20.209083,-0.15667971021377378
Nb39Mo26Ta3W32,39,26,3,32,1.6308,Nb39 Mo26 Ta3 W32,Nb0.2888623765914448 Mo0.19886295867720613 Ta0.04327684464228611 W0.468997820089063 ,Nb0.39Mo0.26Ta0.03W0.32,0.025074666028112015,4.475343386963182,-0.005808105336197946,1.903,1.044123888710071,-0.009871064099026486,125.4403246,12543.51246,-15.699783279205574,0.0768638643233368,0.17880000000000001,5.58,6.852,7.816500000000001,18.0,2.0,0,16.0,0,95.7414,0.5222399237988641,26.998068000000004,-0.1159683097603339
Nb26Mo59Ta1W14,26,59,1,14,0.8089,Nb26 Mo59 Ta1 W14,Nb0.22302883013532776 Mo0.5226294104749556 Ta0.016706890226429127 W0.2376348691632874 ,Nb0.26Mo0.59Ta0.01W0.14,0.018226350412032653,4.856599187848224,0.004887280882430917,1.2898,1.044114761851601,-0.00817141463438429,108.31913759999999,10830.733760000001,-24.597887839397607,0.0629120833000804,0.13632000000000005,5.7299999999999995,5.0036000000000005,7.319000000000001,18.0,2.0,0,16.0,0,100.17089999999999,0.3951698663897283,19.771082999999997,-0.07685489415549508
